,ga_dateHourMinute,ga_city,ga_country,ga_deviceCategory,ga_users,ga_pageviews,ga_bounces,ga_sessions,ga_timeOnPage
25,202206171736,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,301.0
26,202206171741,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,0.0
27,202206200842,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,110.0
28,202206200844,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,81.0
29,202206200845,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,0.0
30,202206200845,Hanoi,Vietnam,mobile,1.0,1.0,1.0,1.0,0.0
31,202206200922,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,599.0
32,202206200932,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,30.0
33,202206200933,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,66.0
34,202206200934,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,68.0
35,202206200935,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,163.0
36,202206200938,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,421.0
37,202206200945,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,609.0
38,202206200955,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,62.0
39,202206200956,Hanoi,Vietnam,desktop,1.0,5.0,0.0,0.0,60.0
40,202206200957,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,112.0
41,202206200959,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,67.0
42,202206201000,Hanoi,Vietnam,desktop,1.0,4.0,0.0,0.0,21.0
43,202206201042,Hanoi,Vietnam,desktop,1.0,2.0,0.0,1.0,271.0
44,202206201046,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,627.0
45,202206201057,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,48.0
46,202206201058,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,487.0
47,202206201106,Hanoi,Vietnam,desktop,1.0,6.0,0.0,0.0,63.0
48,202206201107,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,43.0
49,202206201108,Hanoi,Vietnam,desktop,1.0,6.0,0.0,0.0,141.0
50,202206201110,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,342.0
51,202206201116,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,82.0
52,202206201117,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,58.0
53,202206201118,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,182.0
54,202206201121,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,41.0
55,202206201122,Hanoi,Vietnam,desktop,1.0,8.0,0.0,0.0,59.0
56,202206201123,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,282.0
57,202206201127,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,36.0
58,202206201128,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,1321.0
59,202206201150,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,135.0
60,202206201152,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,51.0
61,202206201153,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,25.0
62,202206201154,Hanoi,Vietnam,desktop,1.0,5.0,0.0,0.0,79.0
63,202206201155,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,0.0
64,202206201244,Hanoi,Vietnam,mobile,1.0,1.0,1.0,1.0,0.0
65,202206201340,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,508.0
66,202206201349,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,135.0
67,202206201351,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,29.0
68,202206201352,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,63.0
69,202206201353,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,223.0
70,202206201356,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,13.0
71,202206201357,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,146.0
72,202206201359,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,120.0
73,202206201401,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,225.0
74,202206201405,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,345.0
75,202206201411,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,223.0
76,202206201414,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,48.0
77,202206201415,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,77.0
78,202206201416,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,19.0
79,202206201417,Hanoi,Vietnam,desktop,1.0,5.0,0.0,0.0,407.0
80,202206201423,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,451.0
81,202206201431,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,46.0
82,202206201432,Hanoi,Vietnam,desktop,1.0,4.0,0.0,0.0,79.0
83,202206201433,Hanoi,Vietnam,desktop,1.0,4.0,0.0,0.0,63.0
84,202206201434,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,927.0
85,202206201450,Hanoi,Vietnam,desktop,1.0,4.0,0.0,0.0,84.0
86,202206201451,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,394.0
87,202206201458,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,0.0
88,202206201606,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,63.0
89,202206201607,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,42.0
90,202206201735,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,1363.0
91,202206201758,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,6.0
92,202206210007,Hanoi,Vietnam,desktop,1.0,1.0,1.0,1.0,0.0
93,202206210753,(not set),China,mobile,1.0,1.0,1.0,1.0,0.0
94,202206210756,(not set),China,mobile,1.0,1.0,1.0,1.0,0.0
95,202206211116,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,25.0
96,202206211117,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,1613.0
97,202206211144,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,157.0
98,202206211146,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,86.0
99,202206211148,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,241.0
100,202206211152,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,7.0
101,202206211338,Hanoi,Vietnam,desktop,1.0,1.0,1.0,1.0,0.0
102,202206220830,Hanoi,Vietnam,desktop,1.0,1.0,1.0,1.0,0.0
103,202206221349,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,73.0
104,202206221350,Hanoi,Vietnam,desktop,1.0,2.0,0.0,0.0,59.0
105,202206221351,Hanoi,Vietnam,desktop,1.0,1.0,0.0,0.0,0.0
106,202206231326,(not set),China,mobile,1.0,1.0,1.0,1.0,0.0
107,202206231543,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,190.0
108,202206231546,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,12.0
109,202206231700,Wilmington Manor,United States,desktop,1.0,1.0,1.0,1.0,0.0
110,202206231732,Hanoi,Vietnam,desktop,1.0,1.0,1.0,1.0,0.0
111,202206240830,Hanoi,Vietnam,desktop,1.0,1.0,0.0,1.0,752.0
112,202206240843,Hanoi,Vietnam,desktop,1.0,3.0,0.0,0.0,8.0
